Stock quote and option quote for PLTR on 4/4/25 14:50:11

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
74.0099,D,-9.5901,73.99,Q,74.00,Q,2 x 2,"135,205,902",80.07,80.98,71.9303

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
"2,000",<empty>,389.5,<empty>,--,,125.41,20.33,"2,345,356,506",2.068

4 APR 25  (0)  100 (Weeklys)
,,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,,
,,72.55%,81.02%,18.98%,.36,198,<empty>,7.40,B,7.60,X,17 OCT 25,105,36.45,E,36.90,S,74.05%,19.17%,80.83%,-.64,11,53.68%,,
,,72.01%,83.38%,16.62%,.33,201,<empty>,6.40,B,6.65,E,17 OCT 25,110,39.10,J,41.15,M,70.81%,16.43%,83.57%,-.69,14,57.42%,,
,,71.54%,85.48%,14.52%,.30,27,<empty>,5.55,X,5.80,E,17 OCT 25,115,43.80,X,45.35,M,72.41%,14.67%,85.33%,-.70,14,63.29%,,
,,72.04%,87.16%,12.84%,.27,106,<empty>,4.95,Q,5.25,M,17 OCT 25,120,47.40,E,50.00,M,71.65%,12.77%,87.23%,-.73,1,68.30%,,
,,70.93%,88.92%,11.08%,.24,578,<empty>,4.25,N,4.40,N,17 OCT 25,125,52.90,E,54.30,B,75.43%,11.87%,88.13%,-.73,11,75.07%,,
,,70.66%,90.33%,9.67%,.22,64,<empty>,3.60,X,3.95,A,17 OCT 25,130,57.55,E,58.85,B,77.16%,10.81%,89.19%,-.74,60,81.06%,,
,,70.95%,91.47%,8.53%,.20,108,<empty>,3.25,X,3.50,M,17 OCT 25,135,60.55,X,62.90,B,70.56%,8.46%,91.54%,-.80,23,84.24%,,
,,69.26%,92.82%,7.18%,.17,24,<empty>,2.45,J,3.05,J,17 OCT 25,140,65.65,B,67.70,M,74.55%,8.13%,91.87%,-.79,13,90.93%,,
,,71.23%,93.37%,6.63%,.16,9,<empty>,2.42,E,2.94,E,17 OCT 25,145,71.00,E,73.05,E,81.75%,8.34%,91.66%,-.76,<empty>,98.70%,,
,,71.34%,94.14%,5.86%,.15,34,<empty>,2.22,B,2.56,M,17 OCT 25,150,74.85,N,78.05,X,81.62%,7.49%,92.51%,-.77,<empty>,103.94%,,
,,70.73%,94.94%,5.06%,.13,15,<empty>,1.93,B,2.17,M,17 OCT 25,155,79.85,Z,82.90,S,85.53%,7.29%,92.71%,-.76,13,110.53%,,
,,71.75%,95.39%,4.61%,.12,157,<empty>,1.75,B,2.11,M,17 OCT 25,160,84.50,Q,87.75,X,88.05%,6.94%,93.06%,-.76,<empty>,116.58%,,
,,70.13%,96.17%,3.83%,.10,2,<empty>,1.37,E,1.74,E,17 OCT 25,165,89.35,Z,92.65,X,0.00%,0.00%,100.00%,-1.00,<empty>,122.97%,,
,,71.59%,96.42%,3.58%,.10,55,<empty>,1.38,E,1.65,M,17 OCT 25,170,94.35,Z,97.70,Z,96.48%,6.73%,93.27%,-.73,<empty>,129.81%,,
,,71.35%,96.87%,3.13%,.09,5,<empty>,1.15,E,1.51,E,17 OCT 25,175,99.60,Q,102.50,Z,101.30%,6.70%,93.30%,-.71,<empty>,136.65%,,
,,70.40%,97.35%,2.65%,.08,2,<empty>,.94,E,1.28,M,17 OCT 25,180,104.05,Q,107.40,Z,--,0.00%,100.00%,-1.00,<empty>,142.34%,,
,,71.82%,97.49%,2.51%,.08,121,<empty>,1.01,N,1.18,M,17 OCT 25,185,109.40,Q,112.35,Z,--,0.00%,100.00%,-1.00,<empty>,149.58%,,

21 NOV 25  (231)  100
,,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,,
,,86.32%,27.62%,72.38%,.90,11,<empty>,37.50,S,39.40,X,21 NOV 25,40,3.15,S,3.35,U,85.44%,72.82%,27.18%,-.10,106,8.84%,,
,,87.59%,31.26%,68.74%,.88,<empty>,<empty>,36.35,M,37.40,E,21 NOV 25,42.5,3.50,M,3.95,X,83.46%,70.76%,29.24%,-.11,11,9.61%,,
,,84.11%,32.58%,67.42%,.87,17,<empty>,34.20,J,35.40,X,21 NOV 25,45,4.35,S,4.65,B,83.64%,67.65%,32.35%,-.13,32,11.11%,,
,,87.39%,37.02%,62.98%,.85,5,<empty>,32.50,J,34.80,X,21 NOV 25,47.5,5.10,S,5.35,B,82.89%,65.02%,34.98%,-.15,18,12.36%,,
,,80.76%,36.94%,63.06%,.84,25,<empty>,30.60,X,31.75,X,21 NOV 25,50,5.95,B,6.20,B,82.61%,62.23%,37.77%,-.17,71,13.83%,,
,,82.25%,43.25%,56.75%,.80,16,<empty>,27.65,A,29.35,A,21 NOV 25,55,7.65,M,8.05,E,81.33%,57.11%,42.89%,-.21,88,16.65%,,
,,78.48%,47.23%,52.77%,.76,24,<empty>,24.70,M,25.65,X,21 NOV 25,60,9.70,P,9.90,N,79.79%,52.31%,47.69%,-.25,175,19.52%,,
,,78.30%,52.29%,47.71%,.71,302,<empty>,22.30,E,23.10,E,21 NOV 25,65,12.00,P,12.30,E,79.22%,47.45%,52.55%,-.29,154,22.99%,,
,,77.72%,56.87%,43.13%,.67,121,<empty>,20.10,E,20.65,X,21 NOV 25,70,14.40,M,14.80,X,78.05%,43.05%,56.95%,-.33,158,26.35%,,
,,75.98%,58.75%,41.25%,.65,9,<empty>,18.35,M,19.60,X,21 NOV 25,72.5,15.65,M,17.25,M,80.00%,40.47%,59.53%,-.35,19,29.35%,,
,,76.77%,61.05%,38.95%,.63,57,<empty>,17.85,M,18.50,X,21 NOV 25,75,17.10,M,17.60,E,77.34%,38.85%,61.15%,-.38,218,30.10%,,
,,77.31%,63.17%,36.83%,.61,96,<empty>,17.10,M,17.65,M,21 NOV 25,77.5,18.55,M,19.60,M,78.22%,36.71%,63.29%,-.39,42,32.65%,,
,,76.53%,65.01%,34.99%,.59,458,<empty>,16.15,M,16.50,A,21 NOV 25,80,19.80,M,20.55,E,76.10%,35.03%,64.97%,-.42,815,33.72%,,
,,76.00%,66.82%,33.18%,.57,52,<empty>,15.15,B,15.60,E,21 NOV 25,82.5,21.55,E,22.30,M,76.66%,33.12%,66.88%,-.44,67,36.19%,,
,,75.50%,68.57%,31.43%,.55,134,<empty>,14.25,X,14.70,E,21 NOV 25,85,23.30,M,24.10,M,77.13%,31.34%,68.66%,-.46,75,38.66%,,
,,75.26%,70.25%,29.75%,.53,9,<empty>,13.50,B,13.85,E,21 NOV 25,87.5,24.85,E,25.30,X,75.67%,29.73%,70.27%,-.48,137,40.17%,,
,,74.84%,71.86%,28.14%,.51,66,<empty>,12.75,B,13.00,C,21 NOV 25,90,26.60,S,27.00,E,75.56%,28.14%,71.86%,-.50,138,42.41%,,
,,74.48%,73.40%,26.60%,.49,23,<empty>,12.00,A,12.25,B,21 NOV 25,92.5,27.85,E,28.85,X,74.52%,26.60%,73.40%,-.52,26,44.19%,,
,,74.39%,74.85%,25.15%,.47,172,<empty>,11.30,P,11.65,X,21 NOV 25,95,29.90,E,31.15,M,76.06%,25.20%,74.80%,-.53,46,47.34%,,
,,73.55%,77.59%,22.41%,.43,296,<empty>,9.95,E,10.30,X,21 NOV 25,100,33.60,E,34.20,B,74.39%,22.46%,77.54%,-.57,107,51.29%,,
,,73.02%,80.06%,19.94%,.40,218,<empty>,8.80,X,9.15,X,21 NOV 25,105,37.35,E,38.10,B,74.14%,20.05%,79.95%,-.61,191,56.08%,,
,,72.41%,82.30%,17.70%,.36,140,<empty>,7.75,X,8.10,E,21 NOV 25,110,41.10,E,42.10,B,73.60%,17.85%,82.15%,-.64,10,60.82%,,
,,72.12%,84.27%,15.73%,.33,468,<empty>,6.90,D,7.20,M,21 NOV 25,115,45.30,E,46.00,B,73.40%,15.91%,84.09%,-.67,4,65.83%,,
,,71.62%,86.07%,13.93%,.30,543,<empty>,6.10,X,6.35,M,21 NOV 25,120,48.10,X,50.70,M,71.11%,13.85%,86.15%,-.71,4,69.97%,,
,,71.43%,87.63%,12.37%,.28,213,<empty>,5.40,X,5.70,X,21 NOV 25,125,53.75,S,55.20,M,75.66%,13.03%,86.97%,-.70,2,77.24%,,
,,71.53%,88.97%,11.03%,.26,163,<empty>,4.90,N,5.10,X,21 NOV 25,130,56.80,E,59.55,A,72.14%,11.14%,88.86%,-.74,<empty>,81.00%,,
,,71.15%,90.24%,9.76%,.23,"1,223",<empty>,4.25,X,4.60,X,21 NOV 25,135,61.35,E,64.15,M,73.44%,10.16%,89.84%,-.75,<empty>,86.85%,,
,,70.84%,91.35%,8.65%,.21,86,<empty>,3.80,J,4.05,B,21 NOV 25,140,67.00,E,68.40,B,77.11%,9.68%,90.32%,-.75,<empty>,93.64%,,
,,72.50%,92.01%,7.99%,.20,1,<empty>,3.40,X,4.20,M,21 NOV 25,145,70.75,E,73.30,E,76.54%,8.65%,91.35%,-.76,<empty>,98.70%,,
,,70.85%,93.12%,6.88%,.18,194,<empty>,3.05,N,3.30,I,21 NOV 25,150,75.30,E,77.90,B,77.53%,7.96%,92.04%,-.77,<empty>,104.36%,,
,,69.17%,94.15%,5.85%,.15,10,<empty>,2.19,J,3.05,M,21 NOV 25,155,80.20,E,82.55,M,79.99%,7.56%,92.44%,-.76,1,110.53%,,
,,71.52%,94.41%,5.59%,.15,14,<empty>,2.46,M,2.88,M,21 NOV 25,160,85.20,X,88.05,X,85.99%,7.67%,92.33%,-.74,<empty>,118.06%,,
,,71.69%,94.97%,5.03%,.14,16,<empty>,2.16,X,2.71,J,21 NOV 25,165,90.05,Q,92.85,P,88.91%,7.39%,92.61%,-.73,<empty>,124.34%,,
,,71.86%,95.46%,4.54%,.13,15,<empty>,1.99,E,2.46,M,21 NOV 25,170,94.85,Q,97.70,X,91.87%,7.15%,92.85%,-.72,<empty>,130.59%,,
,,70.91%,96.06%,3.94%,.12,285,<empty>,1.42,J,2.39,J,21 NOV 25,175,99.55,S,102.75,S,95.22%,6.98%,93.02%,-.71,<empty>,136.97%,,
,,71.66%,96.36%,3.64%,.11,62,<empty>,1.63,E,1.98,M,21 NOV 25,180,104.75,Q,107.55,P,99.47%,6.90%,93.10%,-.70,<empty>,143.74%,,
,,71.34%,96.77%,3.23%,.10,35,<empty>,1.20,J,2.01,J,21 NOV 25,185,109.30,Q,112.55,Z,--,0.00%,100.00%,-1.00,50,149.75%,,

16 JAN 26  (287)  100
,,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,,
,,215.90%,23.08%,76.92%,1.00,51,<empty>,69.70,J,73.25,J,16 JAN 26,3,.01,S,.03,Z,138.68%,97.84%,2.16%,.00,<empty>,0.67%,,
,,173.31%,15.66%,84.34%,.99,<empty>,<empty>,67.75,J,71.30,A,16 JAN 26,5,.01,E,.06,J,122.58%,97.55%,2.45%,.00,24,0.70%,,
,,157.59%,17.90%,82.10%,.99,2,<empty>,65.55,J,68.25,Z,16 JAN 26,8,.02,B,.27,E,120.97%,94.19%,5.81%,.00,22,1.85%,,
,,138.58%,14.83%,85.17%,.99,7,<empty>,63.40,J,66.45,A,16 JAN 26,10,.09,E,.20,M,108.54%,94.90%,5.10%,.00,128,1.47%,,
,,121.97%,13.56%,86.44%,.99,18,<empty>,60.70,X,63.45,J,16 JAN 26,13,.20,E,.28,N,102.05%,93.44%,6.56%,-.01,9,1.88%,,
,,109.34%,11.54%,88.46%,.98,31,<empty>,58.90,J,61.25,X,16 JAN 26,15,.24,E,.53,E,101.87%,91.23%,8.77%,-.01,195,2.63%,,
,,112.50%,15.59%,84.41%,.98,7,<empty>,57.20,E,59.80,J,16 JAN 26,17,.21,E,.80,B,99.15%,89.87%,10.13%,-.02,137,3.06%,,
,,95.13%,12.07%,87.93%,.98,48,<empty>,54.35,J,56.45,X,16 JAN 26,20,.35,Z,.70,S,89.45%,90.29%,9.71%,-.02,324,2.70%,,
,,100.63%,17.02%,82.98%,.97,9,<empty>,52.60,E,55.35,J,16 JAN 26,22,.47,E,.87,B,87.69%,88.82%,11.18%,-.02,26,3.14%,,
,,93.73%,17.54%,82.46%,.96,251,<empty>,49.75,X,52.70,J,16 JAN 26,25,.82,E,1.11,Z,86.04%,86.16%,13.84%,-.03,145,4.01%,,
,,95.90%,21.12%,78.88%,.95,11,<empty>,48.70,I,50.90,X,16 JAN 26,27,.58,J,2.00,A,86.64%,83.51%,16.49%,-.04,6,5.02%,,
,,90.90%,22.32%,77.68%,.94,164,<empty>,46.10,N,48.25,X,16 JAN 26,30,1.44,J,1.84,X,84.07%,81.23%,18.77%,-.05,185,5.78%,,
,,90.91%,24.79%,75.21%,.93,18,<empty>,44.50,N,46.90,X,16 JAN 26,32,1.55,J,2.48,J,83.90%,78.89%,21.11%,-.06,62,6.72%,,
,,85.35%,25.53%,74.47%,.92,136,<empty>,42.20,S,43.85,X,16 JAN 26,35,2.47,S,2.67,B,82.70%,75.89%,24.11%,-.08,240,7.92%,,
,,87.11%,28.87%,71.13%,.91,303,<empty>,40.65,N,42.95,X,16 JAN 26,37,2.59,J,3.15,J,80.84%,74.48%,25.52%,-.09,80,8.41%,,
,,86.98%,32.34%,67.66%,.89,162,<empty>,38.75,B,40.80,J,16 JAN 26,40,3.35,E,3.70,E,79.63%,71.52%,28.48%,-.10,391,9.66%,,
,,84.77%,33.54%,66.46%,.88,43,<empty>,36.75,J,39.65,J,16 JAN 26,42,3.55,J,4.30,X,78.23%,69.88%,30.12%,-.11,84,10.31%,,
,,82.52%,35.85%,64.15%,.86,105,<empty>,34.75,J,37.25,J,16 JAN 26,45,4.80,M,5.15,B,79.06%,65.90%,34.10%,-.13,127,12.43%,,
,,77.85%,35.80%,64.20%,.85,18,<empty>,33.70,M,34.45,B,16 JAN 26,47,5.15,E,5.80,J,77.83%,64.21%,35.79%,-.15,67,13.18%,,
,,79.28%,39.87%,60.13%,.83,46,<empty>,31.90,J,33.10,J,16 JAN 26,50,6.55,S,6.80,B,78.45%,60.52%,39.48%,-.17,"1,728",15.41%,,
,,76.31%,43.93%,56.07%,.80,38,<empty>,28.15,J,30.20,X,16 JAN 26,55,8.40,M,8.65,B,77.34%,55.63%,44.37%,-.21,666,18.34%,,
,,76.16%,46.48%,53.52%,.78,29,<empty>,27.10,J,28.55,X,16 JAN 26,57.5,9.50,B,9.75,E,77.27%,53.09%,46.91%,-.23,361,20.10%,,
,,76.34%,49.05%,50.95%,.76,351,<empty>,26.45,S,26.75,S,16 JAN 26,60,10.55,M,10.80,N,76.65%,50.83%,49.17%,-.25,"1,116",21.64%,,
,,74.93%,50.98%,49.02%,.74,19,<empty>,24.60,J,25.60,X,16 JAN 26,62.5,11.55,E,12.15,E,76.39%,48.52%,51.48%,-.26,111,23.40%,,
,,73.71%,52.95%,47.05%,.72,57,<empty>,23.00,J,24.35,X,16 JAN 26,65,12.90,S,13.55,B,76.79%,46.10%,53.90%,-.28,220,25.54%,,
,,78.46%,56.54%,43.46%,.70,7,<empty>,22.75,M,24.55,J,16 JAN 26,67.5,14.10,U,14.60,E,75.82%,44.17%,55.83%,-.30,196,27.00%,,
,,75.14%,57.79%,42.21%,.68,816,<empty>,21.60,B,22.10,M,16 JAN 26,70,14.40,M,16.00,M,73.51%,42.61%,57.39%,-.33,355,27.74%,,
,,74.59%,59.72%,40.28%,.66,24,<empty>,20.15,M,21.30,M,16 JAN 26,72.5,16.75,M,17.15,M,74.83%,40.23%,59.77%,-.34,156,30.51%,,
,,73.97%,61.58%,38.42%,.64,351,<empty>,19.50,M,19.75,B,16 JAN 26,75,18.25,M,18.55,M,74.67%,38.29%,61.71%,-.36,"1,136",32.51%,,
,,73.89%,63.46%,36.54%,.62,150,<empty>,17.65,M,19.75,M,16 JAN 26,77.5,19.05,M,20.00,Q,73.02%,36.68%,63.32%,-.39,144,33.68%,,
,,73.13%,65.17%,34.83%,.60,701,<empty>,17.50,D,17.80,B,16 JAN 26,80,20.25,M,22.05,M,73.21%,34.82%,65.18%,-.41,269,35.94%,,
,,72.55%,68.51%,31.49%,.56,306,<empty>,15.20,J,16.60,J,16 JAN 26,85,24.15,E,24.65,Q,73.08%,31.45%,68.55%,-.44,166,40.26%,,
,,72.14%,71.58%,28.42%,.53,516,<empty>,14.15,D,14.55,M,16 JAN 26,90,27.55,P,28.40,E,73.59%,28.37%,71.63%,-.48,251,45.10%,,
,,70.24%,74.40%,25.60%,.49,256,<empty>,12.15,E,12.95,M,16 JAN 26,95,29.30,E,32.40,M,70.79%,25.61%,74.39%,-.52,64,48.09%,,
,,70.71%,76.95%,23.05%,.46,"1,507",<empty>,11.35,E,11.65,M,16 JAN 26,100,34.40,E,35.20,Z,71.70%,23.09%,76.91%,-.55,79,53.37%,,
,,70.15%,79.30%,20.70%,.42,403,<empty>,10.20,P,10.40,X,16 JAN 26,105,37.50,E,39.30,X,70.73%,20.75%,79.25%,-.59,19,57.66%,,
,,69.74%,81.41%,18.59%,.39,373,<empty>,9.10,X,9.40,M,16 JAN 26,110,41.50,E,43.65,X,71.68%,18.78%,81.22%,-.61,184,63.14%,,
,,69.14%,83.35%,16.65%,.36,362,<empty>,8.10,E,8.40,M,16 JAN 26,115,46.00,E,47.00,B,71.20%,16.90%,83.10%,-.64,14,67.88%,,
,,68.57%,85.11%,14.89%,.33,680,<empty>,7.25,X,7.45,S,16 JAN 26,120,49.85,E,50.75,N,69.71%,15.06%,84.94%,-.67,45,72.17%,,
,,68.27%,86.66%,13.34%,.31,934,<empty>,6.50,B,6.70,U,16 JAN 26,125,54.45,E,55.80,B,72.69%,13.99%,86.01%,-.68,11,78.89%,,
,,67.87%,88.07%,11.93%,.28,307,<empty>,5.80,E,6.00,S,16 JAN 26,130,57.50,J,59.95,B,69.40%,12.18%,87.82%,-.72,501,82.39%,,
,,67.85%,89.28%,10.72%,.26,229,<empty>,5.20,X,5.50,A,16 JAN 26,135,61.90,X,64.75,M,70.87%,11.22%,88.78%,-.73,1,88.35%,,
,,68.66%,90.21%,9.79%,.25,197,<empty>,4.70,X,5.35,J,16 JAN 26,140,66.15,J,68.80,A,69.58%,9.95%,90.05%,-.75,<empty>,93.04%,,
,,66.48%,91.56%,8.44%,.22,8,<empty>,3.80,J,4.50,N,16 JAN 26,145,72.25,S,73.35,S,75.11%,9.85%,90.15%,-.73,<empty>,100.83%,,
,,67.48%,92.24%,7.76%,.21,308,<empty>,3.80,D,4.10,B,16 JAN 26,150,76.45,X,78.20,E,75.92%,9.11%,90.89%,-.74,<empty>,106.40%,,
,,67.24%,93.04%,6.96%,.19,15,<empty>,3.40,J,3.70,N,16 JAN 26,155,81.75,E,83.05,B,80.01%,8.90%,91.10%,-.73,<empty>,113.50%,,
,,68.51%,93.51%,6.49%,.18,31,<empty>,3.25,N,3.65,J,16 JAN 26,160,86.10,E,87.90,E,81.25%,8.35%,91.65%,-.73,<empty>,119.18%,,
,,67.21%,94.34%,5.66%,.16,27,<empty>,2.73,J,3.15,X,16 JAN 26,165,90.40,Z,93.10,X,83.40%,7.98%,92.02%,-.72,<empty>,125.26%,,
,,68.66%,94.66%,5.34%,.16,93,<empty>,2.61,X,3.20,J,16 JAN 26,170,94.60,Z,97.90,X,83.97%,7.46%,92.54%,-.73,<empty>,130.51%,,
,,67.55%,95.33%,4.67%,.14,124,<empty>,2.26,J,2.73,J,16 JAN 26,175,99.55,Q,102.95,S,87.77%,7.36%,92.64%,-.71,<empty>,137.29%,,
,,67.48%,95.78%,4.22%,.13,99,<empty>,2.06,J,2.48,E,16 JAN 26,180,104.25,X,107.60,X,--,0.00%,100.00%,-1.00,<empty>,143.00%,,
,,67.92%,96.11%,3.89%,.12,200,<empty>,2.01,X,2.26,N,16 JAN 26,185,110.10,Q,112.55,X,95.84%,7.19%,92.81%,-.68,<empty>,151.10%,,

20 FEB 26  (322)  100
,,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,,
,,83.59%,30.01%,69.99%,.90,9,<empty>,40.20,S,43.25,M,20 FEB 26,37.5,2.10,E,3.65,U,75.58%,74.50%,25.50%,-.09,264,8.30%,,
,,82.60%,32.40%,67.60%,.89,36,<empty>,38.50,M,41.40,M,20 FEB 26,40,3.55,M,4.40,B,79.13%,69.49%,30.51%,-.11,14,11.03%,,
,,81.65%,34.76%,65.24%,.88,25,<empty>,36.80,M,39.65,M,20 FEB 26,42.5,4.20,E,5.15,Q,78.59%,66.87%,33.13%,-.12,10,12.36%,,
,,81.05%,37.26%,62.74%,.86,71,<empty>,35.25,E,37.95,M,20 FEB 26,45,4.65,M,6.40,M,78.66%,63.98%,36.02%,-.14,3,14.00%,,
,,77.10%,38.01%,61.99%,.85,32,<empty>,33.70,M,35.25,M,20 FEB 26,47.5,5.35,M,7.20,M,77.70%,61.68%,38.32%,-.15,<empty>,15.22%,,
,,75.99%,40.20%,59.80%,.83,8,<empty>,32.10,M,33.55,M,20 FEB 26,50,6.15,M,7.95,M,76.63%,59.49%,40.51%,-.17,<empty>,16.41%,,
,,78.01%,46.29%,53.71%,.80,2,<empty>,29.20,M,31.75,M,20 FEB 26,55,8.65,M,9.55,M,76.38%,54.40%,45.60%,-.21,51,19.83%,,
,,75.76%,50.21%,49.79%,.76,41,<empty>,27.30,M,27.75,M,20 FEB 26,60,10.70,J,11.85,M,75.61%,49.85%,50.15%,-.24,178,23.14%,,
,,78.71%,55.58%,44.42%,.73,44,<empty>,24.90,Z,26.95,M,20 FEB 26,65,12.80,M,14.35,M,74.51%,45.71%,54.29%,-.28,17,26.40%,,
,,73.17%,58.12%,41.88%,.69,14,<empty>,21.85,M,23.20,M,20 FEB 26,70,14.90,M,17.35,M,73.69%,41.75%,58.25%,-.32,7,29.93%,,
,,73.20%,60.11%,39.89%,.67,13,<empty>,20.75,M,22.35,M,20 FEB 26,72.5,16.30,M,18.50,M,73.00%,39.94%,60.06%,-.34,32,31.58%,,
,,72.85%,61.93%,38.07%,.65,31,<empty>,20.00,J,21.05,B,20 FEB 26,75,17.70,M,19.95,M,72.74%,38.09%,61.91%,-.36,46,33.51%,,
,,73.40%,63.84%,36.16%,.63,18,<empty>,18.65,M,20.90,M,20 FEB 26,77.5,20.05,M,21.70,M,74.71%,35.94%,64.06%,-.37,161,36.87%,,
,,74.71%,65.74%,34.26%,.62,19,<empty>,17.75,M,20.80,M,20 FEB 26,80,21.35,M,23.00,M,73.62%,34.42%,65.58%,-.39,17,38.35%,,
,,73.33%,67.17%,32.83%,.60,10,<empty>,17.85,D,18.35,B,20 FEB 26,82.5,23.10,M,24.30,M,73.24%,32.84%,67.16%,-.41,52,40.31%,,
,,73.68%,68.75%,31.25%,.58,11,<empty>,16.10,M,18.75,M,20 FEB 26,85,23.95,M,26.05,M,71.89%,31.42%,68.58%,-.43,12,41.67%,,
,,73.62%,70.22%,29.78%,.56,7,<empty>,15.20,M,18.15,M,20 FEB 26,87.5,25.40,M,27.95,M,71.80%,29.92%,70.08%,-.45,<empty>,43.86%,,
,,71.34%,71.50%,28.50%,.54,135,<empty>,14.15,M,16.55,M,20 FEB 26,90,27.10,M,29.95,M,72.22%,28.46%,71.54%,-.47,152,46.40%,,
,,71.09%,74.17%,25.83%,.51,10,<empty>,13.65,M,14.30,B,20 FEB 26,95,30.30,M,33.15,M,70.83%,25.83%,74.17%,-.51,5,50.14%,,
,,70.75%,76.60%,23.40%,.48,52,<empty>,11.60,M,13.80,M,20 FEB 26,100,34.15,M,36.95,M,71.30%,23.42%,76.58%,-.54,3,55.16%,,
,,70.46%,78.80%,21.20%,.45,8,<empty>,10.60,M,12.50,M,20 FEB 26,105,37.80,M,40.20,B,69.90%,21.16%,78.84%,-.57,3,59.09%,,
,,69.99%,80.82%,19.18%,.42,32,<empty>,9.70,M,11.20,M,20 FEB 26,110,41.45,M,45.40,M,71.89%,19.33%,80.67%,-.59,17,65.23%,,
,,70.46%,82.57%,17.43%,.39,4,<empty>,8.80,M,10.60,M,20 FEB 26,115,45.65,M,48.90,M,71.29%,17.51%,82.49%,-.62,1,69.80%,,
,,70.75%,84.14%,15.86%,.37,182,<empty>,8.30,M,9.65,M,20 FEB 26,120,49.75,M,52.15,B,69.56%,15.72%,84.28%,-.65,1,73.79%,,
,,69.19%,85.78%,14.22%,.34,"1,297",<empty>,7.75,B,7.95,Q,20 FEB 26,125,53.80,M,57.70,M,72.34%,14.62%,85.38%,-.66,8,80.51%,,
,,70.80%,86.87%,13.13%,.32,17,<empty>,6.80,A,8.40,M,20 FEB 26,130,58.25,M,60.95,B,70.70%,13.12%,86.88%,-.69,2,84.66%,,
,,67.57%,88.54%,11.46%,.29,80,<empty>,5.05,M,7.40,M,20 FEB 26,135,62.45,M,65.25,M,70.55%,11.92%,88.08%,-.71,<empty>,89.74%,,
,,69.31%,89.33%,10.67%,.28,4,<empty>,5.70,M,6.50,M,20 FEB 26,140,66.95,M,69.85,M,71.70%,11.04%,88.96%,-.72,2,95.53%,,
,,68.59%,90.40%,9.60%,.25,9,<empty>,4.55,M,6.35,M,20 FEB 26,145,71.55,M,74.00,B,71.79%,10.10%,89.90%,-.73,<empty>,100.76%,,
,,66.78%,91.58%,8.42%,.23,58,<empty>,4.20,M,5.05,M,20 FEB 26,150,76.00,M,79.05,M,73.82%,9.53%,90.47%,-.73,22,106.97%,,
,,67.70%,92.20%,7.80%,.22,6,<empty>,3.55,M,5.30,M,20 FEB 26,155,80.80,M,84.50,M,77.95%,9.31%,90.69%,-.72,<empty>,114.24%,,
,,67.86%,92.87%,7.13%,.20,17,<empty>,3.50,M,4.70,M,20 FEB 26,160,85.25,M,88.35,M,76.53%,8.42%,91.58%,-.74,5,118.58%,,
,,65.76%,93.86%,6.14%,.18,56,<empty>,2.92,M,3.85,M,20 FEB 26,165,90.05,M,93.00,M,78.38%,8.02%,91.98%,-.73,<empty>,124.57%,,
,,64.44%,94.65%,5.35%,.16,1,<empty>,1.36,M,4.40,M,20 FEB 26,170,95.05,M,97.65,M,80.87%,7.74%,92.26%,-.73,<empty>,130.82%,,
,,65.56%,94.97%,5.03%,.15,32,<empty>,2.38,M,3.25,M,20 FEB 26,175,99.65,Q,103.55,M,85.93%,7.77%,92.23%,-.70,<empty>,138.42%,,
,,71.31%,94.55%,5.45%,.18,8,<empty>,2.20,E,4.90,M,20 FEB 26,180,104.50,Z,108.40,M,88.62%,7.54%,92.46%,-.70,<empty>,144.73%,,
,,66.10%,95.75%,4.25%,.14,10,<empty>,1.94,M,2.97,M,20 FEB 26,185,109.40,Z,113.25,M,91.48%,7.35%,92.65%,-.69,<empty>,151.10%,,

20 MAR 26  (350)  100
,,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,,
,,80.08%,29.80%,70.20%,.91,1,<empty>,40.35,X,43.25,Z,20 MAR 26,37.5,2.94,X,3.95,X,77.62%,71.61%,28.39%,-.09,30,10.12%,,
,,77.82%,31.44%,68.56%,.89,338,<empty>,38.95,J,40.75,X,20 MAR 26,40,3.65,J,4.45,X,76.75%,69.17%,30.83%,-.11,215,11.27%,,
